,date_id,r1,r2,r3,r4,r5,r6,blue
2138,17087,3,6,13,14,19,28,6
2139,17088,7,9,18,22,23,29,6
2140,17089,11,12,13,16,23,25,12
2141,17090,1,7,10,16,22,33,9
2142,17091,5,7,10,23,28,29,3
2143,17092,10,18,19,29,32,33,9
2144,17093,7,8,9,15,22,27,12
2145,17094,8,11,13,19,28,31,6
2146,17095,9,10,12,19,22,29,16
2147,17096,2,6,11,12,19,29,6
2148,17097,5,10,18,19,30,31,3
2149,17098,4,19,22,27,30,33,1
2150,17099,2,5,6,16,28,29,4
2151,17100,4,7,8,18,23,24,2
2152,17101,1,4,11,28,31,32,16
2153,17102,4,8,10,14,18,20,11
2154,17103,1,21,23,25,31,33,1
2155,17104,1,14,15,20,23,30,14
2156,17105,3,6,7,12,25,26,7
2157,17106,12,15,20,25,27,31,2
2158,17107,8,9,15,17,30,32,6
2159,17108,7,12,14,15,17,20,1
2160,17109,8,14,16,18,21,23,16
2161,17110,1,3,12,15,19,23,14
2162,17111,5,10,17,19,29,32,12
2163,17112,3,10,14,16,22,23,11
2164,17113,4,6,16,27,29,33,5
2165,17114,6,12,13,15,18,26,13
2166,17115,4,10,11,25,30,31,1
2167,17116,2,14,20,22,30,32,2
2168,17117,1,2,8,11,14,21,9
2169,17118,8,9,15,22,30,33,16
2170,17119,9,16,21,25,26,31,14
2171,17120,8,10,15,19,23,28,16
2172,17121,11,18,19,22,24,32,7
2173,17122,11,20,21,22,24,27,15
2174,17123,4,5,6,11,21,31,10
2175,17124,2,6,11,26,28,29,3
2176,17125,1,14,23,25,29,30,3
2177,17126,1,16,17,21,27,30,16
2178,17127,14,15,21,24,27,32,12
2179,17128,2,6,13,22,29,31,8
2180,17129,5,6,9,14,21,33,2
2181,17130,5,13,14,23,25,31,2
2182,17131,1,7,10,11,26,27,11
2183,17132,2,3,5,9,13,28,11
2184,17133,6,15,17,18,23,30,11
2185,17134,4,5,11,14,28,32,4
2186,17135,1,6,7,14,18,26,16
2187,17136,3,7,10,18,21,24,12
2188,17137,5,10,20,23,26,31,3
2189,17138,1,17,24,28,32,33,2
2190,17139,2,14,20,24,28,32,16
2191,17140,21,22,25,28,29,30,8
2192,17141,1,6,7,11,13,15,5
2193,17142,8,13,14,18,23,33,6
2194,17143,4,6,9,14,20,29,14
2195,17144,3,14,16,20,31,32,9
2196,17145,2,6,12,17,25,28,12
2197,17146,1,19,25,26,27,33,10
2198,17147,3,7,20,21,25,31,14
2199,17148,4,7,11,14,29,32,12
2200,17149,5,8,15,20,27,30,13
2201,17150,6,14,19,20,21,23,8
2202,17151,2,5,7,9,11,27,16
2203,17152,6,10,23,25,26,29,5
2204,17153,7,11,12,13,18,19,16
2205,17154,5,9,13,15,18,26,5
2206,18001,1,8,11,26,28,31,4
2207,18002,7,18,24,29,31,33,16
2208,18003,1,14,16,17,20,31,4
2209,18004,14,18,19,26,30,31,11
2210,18005,2,20,21,28,31,33,6
2211,18006,2,7,8,9,17,29,11
2212,18007,13,14,20,25,27,31,12
2213,18008,5,9,10,12,17,19,13
2214,18009,5,10,17,23,26,32,7
2215,18010,1,8,17,20,21,22,3
2216,18011,3,10,21,23,27,33,11
